# Rasgos activos de la red NNUE, calculados por Vigía: el sentido A del vector dorado.
# generador indices --semilla 20260911 — 100 partidas aleatorias.
# Una línea por posición: categoría|fen|rasgos vistos por las blancas|rasgos vistos por las negras
coronacion|r5k1/2P4p/5p2/p7/4K3/8/5r2/7n b - - 0 31|50 348 416 429 439 455 589 632 766|15 21 24 127 192 245 326 394 740
coronacion|6k1/2P4p/r4p2/p7/4K3/8/5r2/7n w - - 1 32|50 348 416 429 439 455 589 616 766|15 21 24 127 208 245 326 394 740
coronacion|8/P6k/8/8/8/7B/6K1/8 b - - 0 77|48 151 334 759|335 392 559 758
coronacion|8/P7/6k1/8/8/7B/6K1/8 w - - 1 78|48 151 334 750|342 392 559 758
coronacion|8/P7/6k1/8/8/5K1B/8/8 b - - 2 78|48 151 341 750|342 392 559 749
coronacion|8/P4k2/8/8/8/5K1B/8/8 w - - 3 79|48 151 341 757|333 392 559 749
coronacion|6k1/5n2/8/3P4/P7/4N2P/2PK2p1/8 w - - 0 40|10 23 24 35 84 331 398 501 766|54 77 326 411 416 431 434 492 755
coronacion|6k1/5n2/8/3P1N2/P7/7P/2PK2p1/8 b - - 1 40|10 23 24 35 101 331 398 501 766|54 77 326 411 416 431 434 477 755
coronacion|8/P7/8/8/k7/8/8/5K2 b - - 0 77|48 325 728|352 392 765
coronacion|8/P7/8/8/1k6/8/8/5K2 w - - 1 78|48 325 729|353 392 765
coronacion|8/P7/8/8/1k6/8/8/4K3 b - - 2 78|48 324 729|353 392 764
coronacion|8/P7/8/1k6/8/8/8/4K3 w - - 3 79|48 324 737|345 392 764
coronacion|8/P7/8/1k6/8/8/5K2/8 b - - 4 79|48 333 737|345 392 757
coronacion|8/P7/8/8/2k5/8/5K2/8 w - - 5 80|48 333 730|354 392 757
coronacion|4K3/k4P2/8/1p5P/8/8/8/8 b - - 0 50|39 53 380 417 752|25 328 397 415 708
coronacion|4K3/5P2/k7/1p5P/8/8/8/8 w - - 1 51|39 53 380 417 744|25 336 397 415 708
coronacion|8/4K2P/8/8/8/8/5R2/6k1 b - - 0 89|55 205 372 710|382 399 629 716
coronacion|8/4K2P/8/8/8/8/5R2/7k w - - 1 90|55 205 372 711|383 399 629 716
coronacion|8/5K1P/8/8/8/8/5R2/7k b - - 2 90|55 205 373 711|383 399 629 717
coronacion|8/5K1P/8/8/8/8/5R2/6k1 w - - 3 91|55 205 373 710|382 399 629 717
coronacion|8/5K1P/8/8/8/8/R7/6k1 b - - 4 91|55 200 373 710|382 399 624 717
coronacion|8/5K1P/8/8/8/8/R7/5k2 w - - 5 92|55 200 373 709|381 399 624 717
coronacion|8/5K1P/8/8/8/8/8/R4k2 b - - 6 92|55 192 373 709|381 399 632 717
coronacion|8/5K1P/8/8/8/8/5k2/R7 w - - 7 93|55 192 373 717|373 399 632 717
coronacion|8/5K1P/8/8/8/8/5k2/7R b - - 8 93|55 199 373 717|373 399 639 717
coronacion|8/5K1P/8/8/8/6k1/8/7R w - - 9 94|55 199 373 726|366 399 639 717
coronacion|8/7P/6K1/8/8/6k1/8/7R b - - 10 94|55 199 366 726|366 399 639 726
coronacion|8/7P/6K1/8/6k1/8/8/7R w - - 11 95|55 199 366 734|358 399 639 726
coronacion|8/7P/6K1/8/6k1/8/8/6R1 b - - 12 95|55 198 366 734|358 399 638 726
coronacion|8/7P/6K1/8/7k/8/8/6R1 w - - 13 96|55 198 366 735|359 399 638 726
coronacion|8/7P/6K1/8/7k/8/6R1/8 b - - 14 96|55 206 366 735|359 399 630 726
coronacion|8/7P/6K1/8/8/7k/6R1/8 w - - 15 97|55 206 366 727|367 399 630 726
coronacion|8/7P/6K1/8/8/7k/3R4/8 b - - 16 97|55 203 366 727|367 399 627 726
coronacion|8/7P/6K1/8/6k1/8/3R4/8 w - - 17 98|55 203 366 734|358 399 627 726
coronacion|8/7P/3R2K1/8/6k1/8/8/8 b - - 18 98|55 235 366 734|358 399 595 726
coronacion|8/7P/3R2K1/8/8/7k/8/8 w - - 19 99|55 235 366 727|367 399 595 726
coronacion|8/7P/R5K1/8/8/7k/8/8 b - - 20 99|55 232 366 727|367 399 592 726
coronacion|8/7P/R5K1/8/8/8/6k1/8 w - - 21 100|55 232 366 718|374 399 592 726
coronacion|8/6KP/R7/8/8/8/6k1/8 b - - 22 100|55 232 374 718|374 399 592 718
coronacion|8/6KP/R7/8/8/5k2/8/8 w - - 23 101|55 232 374 725|365 399 592 718
coronacion|8/8/8/3k4/1K6/8/7p/8 w - - 0 55|345 399 739|55 347 737
coronacion|8/8/8/K2k4/8/8/7p/8 b - - 1 55|352 399 739|55 347 728
coronacion|8/8/8/K7/4k3/8/7p/8 w - - 2 56|352 399 732|55 356 728
coronacion|8/8/8/1K6/4k3/8/7p/8 b - - 3 56|353 399 732|55 356 729
coronacion|7k/1p6/8/8/5n2/2p2K2/p7/8 w - - 0 37|341 392 402 433 477 767|9 42 48 101 327 749
coronacion|7k/1p6/8/8/5K2/2p5/p7/8 b - - 0 37|349 392 402 433 767|9 42 48 327 741
coronacion|7k/8/8/1p6/4K3/2p5/p7/8 b - - 1 38|348 392 402 417 767|25 42 48 327 740
coronacion|7k/8/8/8/1p2K3/2p5/p7/8 w - - 0 39|348 392 402 409 767|33 42 48 327 740
coronacion|7k/8/8/8/1p6/2pK4/p7/8 b - - 1 39|339 392 402 409 767|33 42 48 327 747
coronacion|6k1/8/8/8/1p6/2pK4/p7/8 w - - 2 40|339 392 402 409 766|33 42 48 326 747
coronacion|6k1/8/8/8/1p6/2p5/p1K5/8 b - - 3 40|330 392 402 409 766|33 42 48 326 754
coronacion|8/7k/8/3K4/1p6/8/2p5/8 w - - 0 46|355 394 409 759|33 50 335 731
coronacion|8/7k/3K4/8/1p6/8/2p5/8 b - - 1 46|363 394 409 759|33 50 335 723
coronacion|5B2/3k2P1/8/3P3P/8/8/8/N6K b - - 0 83|35 39 54 64 189 327 755|331 398 411 415 504 517 767
coronacion|3k1B2/6P1/8/3P3P/8/8/8/N6K w - - 1 84|35 39 54 64 189 327 763|323 398 411 415 504 517 767
coronacion|3k1B2/6P1/8/3P3P/8/8/2N5/7K b - - 2 84|35 39 54 74 189 327 763|323 398 411 415 498 517 767
coronacion|5B2/3k2P1/8/3P3P/8/8/2N5/7K w - - 3 85|35 39 54 74 189 327 755|331 398 411 415 498 517 767
coronacion|5B2/3k2P1/8/3P3P/8/N7/8/7K b - - 4 85|35 39 54 80 189 327 755|331 398 411 415 488 517 767
coronacion|3k1B2/6P1/8/3P3P/8/N7/8/7K w - - 5 86|35 39 54 80 189 327 763|323 398 411 415 488 517 767
coronacion|3k1B2/6P1/8/3P3P/8/8/8/1N5K b - - 6 86|35 39 54 65 189 327 763|323 398 411 415 505 517 767
coronacion|5B2/3k2P1/8/3P3P/8/8/8/1N5K w - - 7 87|35 39 54 65 189 327 755|331 398 411 415 505 517 767
coronacion|5B2/3k2P1/8/3P3P/8/8/8/1N4K1 b - - 8 87|35 39 54 65 189 326 755|331 398 411 415 505 517 766
coronacion|4kB2/6P1/8/3P3P/8/8/8/1N4K1 w - - 9 88|35 39 54 65 189 326 764|324 398 411 415 505 517 766
coronacion|4kB2/6P1/8/3P3P/8/8/7K/1N6 b - - 10 88|35 39 54 65 189 335 764|324 398 411 415 505 517 759
coronacion|5B2/3k2P1/8/3P3P/8/8/7K/1N6 w - - 11 89|35 39 54 65 189 335 755|331 398 411 415 505 517 759
coronacion|8/3k2P1/8/2BP3P/8/8/7K/1N6 b - - 12 89|35 39 54 65 162 335 755|331 398 411 415 505 538 759
coronacion|3k4/6P1/8/2BP3P/8/8/7K/1N6 w - - 13 90|35 39 54 65 162 335 763|323 398 411 415 505 538 759
coronacion|3k4/4B1P1/8/3P3P/8/8/7K/1N6 b - - 14 90|35 39 54 65 180 335 763|323 398 411 415 505 524 759
coronacion|4k3/4B1P1/8/3P3P/8/8/7K/1N6 w - - 15 91|35 39 54 65 180 335 764|324 398 411 415 505 524 759
coronacion|4k3/6P1/8/3P3P/7B/8/7K/1N6 b - - 16 91|35 39 54 65 159 335 764|324 398 411 415 505 551 759
coronacion|8/5kP1/8/3P3P/7B/8/7K/1N6 w - - 17 92|35 39 54 65 159 335 757|333 398 411 415 505 551 759
coronacion|3B4/5kP1/8/3P3P/8/8/7K/1N6 b - - 18 92|35 39 54 65 187 335 757|333 398 411 415 505 515 759
coronacion|3Bk3/6P1/8/3P3P/8/8/7K/1N6 w - - 19 93|35 39 54 65 187 335 764|324 398 411 415 505 515 759
coronacion|8/5B1P/1k6/5N2/7K/8/8/8 b - - 0 127|55 101 181 351 745|337 399 477 525 743
coronacion|8/2k2B1P/8/5N2/7K/8/8/8 w - - 1 128|55 101 181 351 754|330 399 477 525 743
coronacion|8/2k1NB1P/8/8/7K/8/8/8 b - - 2 128|55 116 181 351 754|330 399 460 525 743
coronacion|3k4/4NB1P/8/8/7K/8/8/8 w - - 3 129|55 116 181 351 763|323 399 460 525 743
coronacion|3k2N1/5B1P/8/8/7K/8/8/8 b - - 4 129|55 126 181 351 763|323 399 454 525 743
coronacion|6N1/2k2B1P/8/8/7K/8/8/8 w - - 5 130|55 126 181 351 754|330 399 454 525 743
coronacion|8/6k1/2N5/5B2/N5P1/2PP4/p7/1K6 w - - 0 45|18 19 30 88 106 165 321 392 758|48 334 422 426 427 466 480 541 761
coronacion|8/6k1/2N5/5B2/N5P1/2PP4/p7/K7 b - - 1 45|18 19 30 88 106 165 320 392 758|48 334 422 426 427 466 480 541 760
coronacion|8/5k2/2N5/5B2/N5P1/2PP4/p7/K7 w - - 2 46|18 19 30 88 106 165 320 392 757|48 333 422 426 427 466 480 541 760
coronacion|8/3P4/2P4k/8/6K1/8/8/5N2 b - - 0 81|42 51 69 350 751|343 395 402 509 742
coronacion|8/3P3k/2P5/8/6K1/8/8/5N2 w - - 1 82|42 51 69 350 759|335 395 402 509 742
coronacion|8/3P3k/2P5/8/6K1/6N1/8/8 b - - 2 82|42 51 86 350 759|335 395 402 494 742
coronacion|8/3P2k1/2P5/8/6K1/6N1/8/8 w - - 3 83|42 51 86 350 758|334 395 402 494 742
coronacion|8/2PP2k1/8/8/6K1/6N1/8/8 b - - 0 83|50 51 86 350 758|334 394 395 494 742
coronacion|7k/2PP4/8/8/6K1/6N1/8/8 w - - 1 84|50 51 86 350 767|327 394 395 494 742
coronacion|3R3k/2P5/8/8/6K1/6N1/8/8 b - - 0 84|50 86 251 350 767|327 394 494 579 742
coronacion|3R4/2P3k1/8/8/6K1/6N1/8/8 w - - 1 85|50 86 251 350 758|334 394 494 579 742
coronacion|8/2P3k1/8/8/6K1/6N1/3R4/8 b - - 2 85|50 86 203 350 758|334 394 494 627 742
coronacion|5k2/2P5/8/8/6K1/6N1/3R4/8 w - - 3 86|50 86 203 350 765|325 394 494 627 742
coronacion|5k2/2P5/8/8/7K/6N1/3R4/8 b - - 4 86|50 86 203 351 765|325 394 494 627 743
coronacion|8/2P3k1/8/8/7K/6N1/3R4/8 w - - 5 87|50 86 203 351 758|334 394 494 627 743
coronacion|8/2P3k1/8/8/7K/6N1/7R/8 b - - 6 87|50 86 207 351 758|334 394 494 631 743
coronacion|7k/2P5/8/8/7K/6N1/7R/8 w - - 7 88|50 86 207 351 767|327 394 494 631 743
coronacion|7k/2P5/8/8/7K/6N1/8/7R b - - 8 88|50 86 199 351 767|327 394 494 639 743
coronacion|6k1/2P5/8/8/7K/6N1/8/7R w - - 9 89|50 86 199 351 766|326 394 494 639 743
coronacion|6k1/2P5/8/7N/7K/8/8/7R b - - 10 89|50 103 199 351 766|326 394 479 639 743
coronacion|5k2/2P5/8/7N/7K/8/8/7R w - - 11 90|50 103 199 351 765|325 394 479 639 743
coronacion|5k2/2P5/8/7N/8/6K1/8/7R b - - 12 90|50 103 199 342 765|325 394 479 639 750
coronacion|8/2P1k3/8/7N/8/6K1/8/7R w - - 13 91|50 103 199 342 756|332 394 479 639 750
coronacion|8/2P1k3/8/7N/8/8/6K1/7R b - - 14 91|50 103 199 334 756|332 394 479 639 758
coronacion|4k3/2P5/8/7N/8/8/6K1/7R w - - 15 92|50 103 199 334 764|324 394 479 639 758
coronacion|4k3/2P5/8/7N/8/7R/6K1/8 b - - 16 92|50 103 215 334 764|324 394 479 623 758
coronacion|8/2P2k2/8/7N/8/7R/6K1/8 w - - 17 93|50 103 215 334 757|333 394 479 623 758
coronacion|8/2P2k2/8/7N/8/6KR/8/8 b - - 18 93|50 103 215 342 757|333 394 479 623 750
coronacion|6k1/2P5/8/7N/8/6KR/8/8 w - - 19 94|50 103 215 342 766|326 394 479 623 750
coronacion|6k1/2P5/5N2/8/8/6KR/8/8 b - - 20 94|50 109 215 342 766|326 394 469 623 750
coronacion|5k2/2P5/5N2/8/8/6KR/8/8 w - - 21 95|50 109 215 342 765|325 394 469 623 750
coronacion|5k2/2P5/5N2/8/8/6K1/7R/8 b - - 22 95|50 109 207 342 765|325 394 469 631 750
final|5K2/1pk5/rp2p3/4q3/8/8/8/n7 b - - 0 31|381 425 428 433 448 616 676 754|9 17 20 120 208 284 330 709
final|3k1K2/1p6/rp2p3/4q3/8/8/8/n7 w - - 1 32|381 425 428 433 448 616 676 763|9 17 20 120 208 284 323 709
final|3k4/1p3K2/rp2p3/4q3/8/8/8/n7 b - - 2 32|373 425 428 433 448 616 676 763|9 17 20 120 208 284 323 717
final|3k4/1p3K2/rp2p3/8/5q2/8/8/n7 w - - 3 33|373 425 428 433 448 616 669 763|9 17 20 120 208 293 323 717
final|3k4/1p6/rp2K3/8/5q2/8/8/n7 b - - 0 33|364 425 433 448 616 669 763|9 17 120 208 293 323 724
final|3k4/1p6/1p2K3/8/5q2/r7/8/n7 w - - 1 34|364 425 433 448 592 669 763|9 17 120 232 293 323 724
final|3k4/1p6/1p6/3K4/5q2/r7/8/n7 b - - 2 34|355 425 433 448 592 669 763|9 17 120 232 293 323 731
final|8/1pk5/1p6/3K4/5q2/r7/8/n7 w - - 3 35|355 425 433 448 592 669 754|9 17 120 232 293 330 731
final|8/1pk5/1p2K3/8/5q2/r7/8/n7 b - - 4 35|364 425 433 448 592 669 754|9 17 120 232 293 330 724
final|8/1pk5/1p2K3/8/8/r7/8/n4q2 w - - 5 36|364 425 433 448 592 645 754|9 17 120 232 317 330 724
final|8/1pk5/1p6/3K4/8/r7/8/n4q2 b - - 6 36|355 425 433 448 592 645 754|9 17 120 232 317 330 731
final|8/1pk5/1p6/3K4/r7/8/8/n4q2 w - - 7 37|355 425 433 448 600 645 754|9 17 120 224 317 330 731
final|8/1pk5/1p2K3/8/r7/8/8/n4q2 b - - 8 37|364 425 433 448 600 645 754|9 17 120 224 317 330 724
final|8/1pk5/1p2Kq2/8/r7/8/8/n7 w - - 9 38|364 425 433 448 600 685 754|9 17 120 224 277 330 724
final|8/1pk5/1p3K2/8/r7/8/8/n7 b - - 0 38|365 425 433 448 600 754|9 17 120 224 330 725
final|8/rpk5/1p3K2/8/8/8/8/n7 w - - 1 39|365 425 433 448 624 754|9 17 120 200 330 725
final|8/rpk1K3/1p6/8/8/8/8/n7 b - - 2 39|372 425 433 448 624 754|9 17 120 200 330 716
final|8/1pk1K3/1p6/8/r7/8/8/n7 w - - 3 40|372 425 433 448 600 754|9 17 120 224 330 716
final|8/1pk2K2/1p6/8/r7/8/8/n7 b - - 4 40|373 425 433 448 600 754|9 17 120 224 330 717
final|8/1pk2K2/1p6/8/1r6/8/8/n7 w - - 5 41|373 425 433 448 601 754|9 17 120 225 330 717
final|5K2/1pk5/1p6/8/1r6/8/8/n7 b - - 6 41|381 425 433 448 601 754|9 17 120 225 330 709
final|5K2/1p1k4/1p6/8/1r6/8/8/n7 w - - 7 42|381 425 433 448 601 755|9 17 120 225 331 709
final|6K1/1p1k4/1p6/8/1r6/8/8/n7 b - - 8 42|382 425 433 448 601 755|9 17 120 225 331 710
final|6K1/1pk5/1p6/8/1r6/8/8/n7 w - - 9 43|382 425 433 448 601 754|9 17 120 225 330 710
final|5K2/1pk5/1p6/8/4r3/8/8/n7 w - - 11 44|381 425 433 448 604 754|9 17 120 228 330 709
final|6K1/1pk5/1p6/8/4r3/8/8/n7 b - - 12 44|382 425 433 448 604 754|9 17 120 228 330 710
final|6K1/1pk5/1p6/8/8/8/4r3/n7 w - - 13 45|382 425 433 448 588 754|9 17 120 244 330 710
final|7K/1pk5/1p6/8/8/8/4r3/n7 b - - 14 45|383 425 433 448 588 754|9 17 120 244 330 711
final|7K/1pk5/1p6/8/4r3/8/8/n7 w - - 15 46|383 425 433 448 604 754|9 17 120 228 330 711
final|8/1pk3K1/1p6/8/4r3/8/8/n7 b - - 16 46|374 425 433 448 604 754|9 17 120 228 330 718
final|8/1pk3K1/1p6/8/4r3/8/2n5/8 w - - 17 47|374 425 433 458 604 754|9 17 114 228 330 718
final|6K1/1pk5/1p6/8/4r3/8/2n5/8 b - - 18 47|382 425 433 458 604 754|9 17 114 228 330 710
final|6K1/1pk5/8/1p6/4r3/8/2n5/8 w - - 0 48|382 417 433 458 604 754|9 25 114 228 330 710
final|8/1pk3K1/8/1p6/4r3/8/2n5/8 b - - 1 48|374 417 433 458 604 754|9 25 114 228 330 718
final|8/1pk3K1/8/1p6/r7/8/2n5/8 w - - 2 49|374 417 433 458 600 754|9 25 114 224 330 718
final|8/1pk5/5K2/1p6/r7/8/2n5/8 b - - 3 49|365 417 433 458 600 754|9 25 114 224 330 725
final|8/1pk5/5K2/1p6/5r2/8/2n5/8 w - - 4 50|365 417 433 458 605 754|9 25 114 229 330 725
final|8/1pk1K3/8/1p6/5r2/8/2n5/8 b - - 5 50|372 417 433 458 605 754|9 25 114 229 330 716
final|8/1pk1K3/5r2/1p6/8/8/2n5/8 w - - 6 51|372 417 433 458 621 754|9 25 114 213 330 716
final|4K3/1pk5/5r2/1p6/8/8/2n5/8 b - - 7 51|380 417 433 458 621 754|9 25 114 213 330 708
final|4Kr2/1pk5/8/1p6/8/8/2n5/8 w - - 8 52|380 417 433 458 637 754|9 25 114 197 330 708
final|5K2/1pk5/8/1p6/8/8/2n5/8 b - - 0 52|381 417 433 458 754|9 25 114 330 709
final|2k2K2/1p6/8/1p6/8/8/2n5/8 w - - 1 53|381 417 433 458 762|9 25 114 322 709
final|2k5/1p2K3/8/1p6/8/8/2n5/8 b - - 2 53|372 417 433 458 762|9 25 114 322 716
final|2k5/1p2K3/8/8/1p6/8/2n5/8 w - - 0 54|372 409 433 458 762|9 33 114 322 716
final|2k5/1p6/4K3/8/1p6/8/2n5/8 b - - 1 54|364 409 433 458 762|9 33 114 322 724
final|3k4/1p6/4K3/8/1p6/8/2n5/8 w - - 2 55|364 409 433 458 763|9 33 114 323 724
final|3k4/1p6/8/5K2/1p6/8/2n5/8 b - - 3 55|357 409 433 458 763|9 33 114 323 733
final|8/1pk5/8/5K2/1p6/8/2n5/8 w - - 4 56|357 409 433 458 754|9 33 114 330 733
final|8/1pk5/8/8/1p3K2/8/2n5/8 b - - 5 56|349 409 433 458 754|9 33 114 330 741
final|8/1p6/1k6/8/1p3K2/8/2n5/8 w - - 6 57|349 409 433 458 745|9 33 114 337 741
final|8/1p6/1k6/6K1/1p6/8/2n5/8 b - - 7 57|358 409 433 458 745|9 33 114 337 734
final|8/1p6/8/k5K1/1p6/8/2n5/8 w - - 8 58|358 409 433 458 736|9 33 114 344 734
final|8/1p6/8/k7/1p4K1/8/2n5/8 b - - 9 58|350 409 433 458 736|9 33 114 344 742
final|8/1p6/8/k7/1p4K1/8/8/4n3 w - - 10 59|350 409 433 452 736|9 33 124 344 742
final|8/1p6/8/k7/1p6/6K1/8/4n3 b - - 11 59|342 409 433 452 736|9 33 124 344 750
final|8/1p6/8/1k6/1p6/6K1/8/4n3 w - - 12 60|342 409 433 452 737|9 33 124 345 750
final|8/1p6/8/1k6/1p6/8/5K2/4n3 b - - 13 60|333 409 433 452 737|9 33 124 345 757
final|8/1p6/8/8/kp6/8/5K2/4n3 w - - 14 61|333 409 433 452 728|9 33 124 352 757
final|8/1p6/8/8/kp6/8/4K3/4n3 b - - 15 61|332 409 433 452 728|9 33 124 352 756
final|8/1p6/8/8/1p6/k7/4K3/4n3 w - - 16 62|332 409 433 452 720|9 33 124 360 756
final|8/1p6/8/8/1p6/k7/5K2/4n3 b - - 17 62|333 409 433 452 720|9 33 124 360 757
final|8/8/8/1p6/1p6/k7/8/4K3 b - - 0 63|324 409 417 720|25 33 360 764
final|8/8/8/1p6/kp6/8/8/4K3 w - - 1 64|324 409 417 728|25 33 352 764
final|8/8/8/1p6/kp6/8/5K2/8 b - - 2 64|333 409 417 728|25 33 352 757
final|8/8/8/kp6/1p6/8/5K2/8 w - - 3 65|333 409 417 736|25 33 344 757
final|8/8/8/kp6/1p6/8/8/4K3 b - - 4 65|324 409 417 736|25 33 344 764
final|8/8/1k6/1p6/1p6/8/8/4K3 w - - 5 66|324 409 417 745|25 33 337 764
final|8/8/1k6/1p6/1p6/8/4K3/8 b - - 6 66|332 409 417 745|25 33 337 756
final|8/1k6/8/1p6/1p6/8/4K3/8 w - - 7 67|332 409 417 753|25 33 329 756
final|8/1k6/8/1p6/1p6/8/8/3K4 b - - 8 67|323 409 417 753|25 33 329 763
final|8/2k5/8/1p6/1p6/8/8/3K4 w - - 9 68|323 409 417 754|25 33 330 763
final|8/2k5/8/1p6/1p6/8/4K3/8 b - - 10 68|332 409 417 754|25 33 330 756
final|8/2k5/8/1p6/8/1p6/4K3/8 w - - 0 69|332 401 417 754|25 41 330 756
final|8/2k5/8/1p6/8/1p6/3K4/8 b - - 1 69|331 401 417 754|25 41 330 755
final|8/8/3k4/1p6/8/1p6/3K4/8 w - - 2 70|331 401 417 747|25 41 339 755
final|8/8/3k4/1p6/8/1p6/8/4K3 b - - 3 70|324 401 417 747|25 41 339 764
final|8/8/8/1pk5/8/1p6/8/4K3 w - - 4 71|324 401 417 738|25 41 346 764
final|8/8/8/1pk5/8/1p6/3K4/8 b - - 5 71|331 401 417 738|25 41 346 755
final|8/8/8/1p1k4/8/1p6/3K4/8 w - - 6 72|331 401 417 739|25 41 347 755
final|8/8/8/1p1k4/8/1p1K4/8/8 b - - 7 72|339 401 417 739|25 41 347 747
final|8/8/2k5/1p6/8/1p1K4/8/8 w - - 8 73|339 401 417 746|25 41 338 747
final|8/8/2k5/1p6/4K3/1p6/8/8 b - - 9 73|348 401 417 746|25 41 338 740
final|8/8/8/1pk5/4K3/1p6/8/8 w - - 10 74|348 401 417 738|25 41 346 740
final|8/8/8/1pk5/8/1p2K3/8/8 b - - 11 74|340 401 417 738|25 41 346 748
final|8/8/8/1p6/2k5/1p2K3/8/8 w - - 12 75|340 401 417 730|25 41 354 748
final|8/8/8/1p6/2k2K2/1p6/8/8 b - - 13 75|349 401 417 730|25 41 354 741
final|8/8/8/1pk5/5K2/1p6/8/8 w - - 14 76|349 401 417 738|25 41 346 741
final|8/8/8/1pk5/8/1p3K2/8/8 b - - 15 76|341 401 417 738|25 41 346 749
final|8/8/1k6/1p6/8/1p3K2/8/8 w - - 16 77|341 401 417 745|25 41 337 749
final|8/8/1k6/1p6/8/1p6/5K2/8 b - - 17 77|333 401 417 745|25 41 337 757
final|8/8/1k6/8/1p6/1p6/5K2/8 w - - 0 78|333 401 409 745|33 41 337 757
final|8/8/1k6/8/1p6/1p6/4K3/8 b - - 1 78|332 401 409 745|33 41 337 756
final|8/8/k7/8/1p6/1p6/4K3/8 w - - 2 79|332 401 409 744|33 41 336 756
final|8/8/k7/8/1p6/1p1K4/8/8 b - - 3 79|339 401 409 744|33 41 336 747
final|8/8/1k6/8/1p6/1p1K4/8/8 w - - 4 80|339 401 409 745|33 41 337 747
final|8/8/1k6/8/1pK5/1p6/8/8 b - - 5 80|346 401 409 745|33 41 337 738
final|8/k7/8/8/1pK5/1p6/8/8 w - - 6 81|346 401 409 752|33 41 328 738
final|8/k7/8/8/1K6/1p6/8/8 b - - 0 81|345 401 752|41 328 737
final|8/k7/8/8/2K5/8/8/1q6 w - - 0 83|346 641 752|313 328 738
final|8/k7/8/2K5/8/8/8/1q6 b - - 1 83|354 641 752|313 328 730
final|8/k7/8/2K2q2/8/8/8/8 w - - 2 84|354 677 752|285 328 730
final|8/k7/8/5q2/1K6/8/8/8 b - - 3 84|345 677 752|285 328 737
final|8/k7/8/8/1K4q1/8/8/8 w - - 4 85|345 670 752|294 328 737
final|8/k7/8/2K5/6q1/8/8/8 b - - 5 85|354 670 752|294 328 730
final|2q5/k7/8/2K5/8/8/8/8 w - - 6 86|354 698 752|258 328 730
final|2q5/k7/8/8/1K6/8/8/8 b - - 7 86|345 698 752|258 328 737
final|3q4/k7/8/8/1K6/8/8/8 w - - 8 87|345 699 752|259 328 737
final|3q4/k7/8/8/8/2K5/8/8 b - - 9 87|338 699 752|259 328 746
final|8/k3q3/8/8/8/2K5/8/8 w - - 10 88|338 692 752|268 328 746
final|8/k3q3/8/8/8/8/2K5/8 b - - 11 88|330 692 752|268 328 754
final|k7/4q3/8/8/8/8/2K5/8 w - - 12 89|330 692 760|268 320 754
final|k7/4q3/8/8/8/8/3K4/8 b - - 13 89|331 692 760|268 320 755
final|8/1k2q3/8/8/8/8/3K4/8 w - - 14 90|331 692 753|268 329 755
final|8/1k2q3/8/8/8/2K5/8/8 b - - 15 90|338 692 753|268 329 746
final|8/2k1q3/8/8/8/2K5/8/8 w - - 16 91|338 692 754|268 330 746
final|8/2k1q3/8/8/8/8/3K4/8 b - - 17 91|331 692 754|268 330 755
final|8/2k5/8/2q5/8/8/3K4/8 w - - 18 92|331 674 754|282 330 755
final|8/2k5/8/2q5/8/8/8/4K3 b - - 19 92|324 674 754|282 330 764
final|8/8/3k4/2q5/8/8/8/4K3 w - - 20 93|324 674 747|282 339 764
final|8/8/3k4/2q5/8/8/8/5K2 b - - 21 93|325 674 747|282 339 765
final|8/8/3k4/8/2q5/8/8/5K2 w - - 22 94|325 666 747|290 339 765
final|8/8/3k4/8/2q5/8/8/4K3 b - - 23 94|324 666 747|290 339 764
final|8/8/8/4k3/2q5/8/8/4K3 w - - 24 95|324 666 740|290 348 764
final|8/8/8/4k3/2q5/8/5K2/8 b - - 25 95|333 666 740|290 348 757
final|8/8/2q5/4k3/8/8/5K2/8 w - - 26 96|333 682 740|274 348 757
final|8/8/2q5/4k3/8/6K1/8/8 b - - 27 96|342 682 740|274 348 750
final|8/8/8/4k3/8/5qK1/8/8 w - - 28 97|342 661 740|301 348 750
final|8/8/8/4k3/8/5K2/8/8 b - - 0 97|341 740|348 749
final|5r2/4k3/8/1p2P3/1P5r/2P5/3K4/8 w - - 0 33|18 25 36 331 417 607 637 756|25 197 231 332 412 417 426 755
final|5r2/4k3/8/1p2P3/1P5r/2P5/2K5/8 b - - 1 33|18 25 36 330 417 607 637 756|25 197 231 332 412 417 426 754
final|5r2/4k3/8/1p2P3/1P6/2P4r/2K5/8 w - - 2 34|18 25 36 330 417 599 637 756|25 197 239 332 412 417 426 754
final|5r2/4k3/8/1p2P3/1P6/2P4r/8/2K5 b - - 3 34|18 25 36 322 417 599 637 756|25 197 239 332 412 417 426 762
final|r7/4k3/8/1p2P3/1P6/2P4r/8/2K5 w - - 4 35|18 25 36 322 417 599 632 756|25 192 239 332 412 417 426 762
final|r7/4k3/4P3/1p6/1P6/2P4r/8/2K5 b - - 0 35|18 25 44 322 417 599 632 756|25 192 239 332 404 417 426 762
final|6r1/4k3/4P3/1p6/1P6/2P4r/8/2K5 w - - 1 36|18 25 44 322 417 599 638 756|25 198 239 332 404 417 426 762
final|6r1/4k3/4P3/1p6/1P6/2P4r/2K5/8 b - - 2 36|18 25 44 330 417 599 638 756|25 198 239 332 404 417 426 754
